SR NO.,DATE,LOT NO.,PARTY NAME,BRAND,MODEL,QTY,ISSUE MODEL,REMARK,REPLACEMENT NO.,DOA CREDIT NOTE,DATE2,REMARK2,DOA NO ,DATE3,SEND TO COMPANY,DATE4,JOB SHEET NO.,DATE42,FDESPATCH THROUGH,DISPATCH DOC NO.,DATE5
92,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-077V NECKBAND METALLIC GREY,3,NB1008,,RPLC/0121/2526,DOAG/0136/2526,2025-05-02,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PENDING,,
93,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA EB-0865 EAR EARBUDS BLACK,1,AB001N,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
94,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-90 MG BLUETOOTH,16,CN,,CN,DOAG/0130/2526,2025-04-30,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PENDING,,
95,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA SHF918 RD,6,SHF 918,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
96,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA ST-1000 BAAZA SINGLE TWR WIRED MIC BLACK,4,BAZZA PRO,,RPLC/0121/2526,DOAG/0136/2526,2025-05-02,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PENDING,,
97,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC300 1.5 MTR MICRO & TYPE C FAST,1,CC300,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
98,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC09 TYPE C WHITE VOOC CABLE,3,SCC09,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
99,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCCP06 1.2M TYPE C FAST CHARGING CABLE PVC BLACK,1,CCCP06,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
100,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCMP90 MICRO PVC POLIYESTER 1.5M CABLE,3,CCMP90,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
101,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,HE910 DYNAMIC BLACK,3,HF916,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
102,2025-03-20,220,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A 2 USB PORT OUTPOT WALL CHARGER,4,WA2.4 USB,,RPLC/1832/2425,DOAG/1968/2425,2025-03-29,,82/167,2025-03-20,2025-03-20 00:00:00,,82/167,2025-03-20,PORTER,9987268002.0,28-23-2025
103,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,HE5400PRO CLASSIC BLACK BLUETOOTH,1,HE100H,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
104,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,HE910 DYNAMIC BLACK,3,BHF916,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
105,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,P1070 POWER BANK,1,CN,,CN,DOAG/0131/2526,2025-04-30,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
106,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,PL100J 10000 MAH BLACK POWERBANK,1,P1098,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
107,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA  CC10 CABLE,3,SCC21,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
108,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,Syska BT Soundbar SB999 10W Silver Grey,4,SB999,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
109,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLACK BLUETOOTH SPEAKER,3, BT4082N,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
110,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLUE BLUETOOTH SPEAKER,2, BT4082N,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
111,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA CC150 1.5 MTR MICRO USB FAST CHARGING CABLE,2,CC150,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
112,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCCT30 USB/C TURBO 30WATTS CABLE,6,CCCT30,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
113,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA CR505S BLACK CAR CHARGER,1,CR505S ,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
114,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA EB-0568 EAR GROOVE EARBUDS BLACK,1,AB001N,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
115,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER214 BEAT MASTER WIRED EARPHONE BLACK,4,HF09,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
116,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER217 WIRED EARPHONE BLACK GOLD,3,BHF916,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
117,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA FCC25 1.2 M/5 AMP C TO C TYPE C CABLE GREY,2,CN,,CN,DOAG/0131/2526,2025-04-30,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
118,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA FCC-27 IPHONE 1.2M 5AMP TYPE C TO 8 PIN GREY,3,CN,,CN,DOAG/0131/2526,2025-04-30,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
119,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE3500 DEEP BASS NECKBAND BLACK,3,HE100H,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
120,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE900 WIRED HEADSET BLACK,2,BHF916,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
121,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA MICRO CABLE SCC21 3AMP BLACK,17,SCC21,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
122,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-0658 BLACK BT NECKBAND,3,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
123,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-0658 BLUE BT NECKBAND,2,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
124,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-070 SYSKA BT NECKBAND BLACK BLUE,4,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
125,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-070 SYSKA BT NECKBAND BLACK GREY,1,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,`,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
126,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-072C SYSKA NECKBAND BLACK GREY,31,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
127,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-077 NECKBAND METALLIC GREY,12,CN,,CN,DOAG/0131/2526,2025-04-30,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
128,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-077V NECKBAND METALLIC GREY,7,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
129,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 BLACK,8,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
130,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 CEMO GREEN,2,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
131,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 NAVY BLUE,4,NB1008,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
132,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-90 MG BLUETOOTH,13,CN,,CN,DOAG/0131/2526,2025-04-30,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
133,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1006 WHITE POWERBANK,1,P1006,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
134,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1051 POWER BANK 10000 MAH BLACK,1,PB10,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
135,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,Syska P1071 1000 Mah Black Powerbank,4,PB10,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
136,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1090 10000MAH POWERBANK GREY,3,P1098,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
137,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1094 POWER BANK BLACK,1,PB12,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
138,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1098 BLACK 22.5W10000 MAH POWERBANK,2,P1098,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
139,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,Syska P2023 Black 20000 MAH Powerbank,2,PB2023,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
140,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA P2082 BLUE 20000MAH PB,1,P2023,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
141,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB P1047 -10000MAH BLACK,1,PB10,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
142,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W WHITE POWER BANK,1,PB1069,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
143,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA PD032-30W TYPE C TO C CHARGER BLACK,1,PD032,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
144,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA PDQC04 20W QCPD CHARGER WITH C TO C CABLE,1,CN,,CN,DOAG/0131/2526,2025-04-30,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
145,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC09 TYPE C WHITE VOOC CABLE,3,SCC09,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
146,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC18 1.2 M MICRO USB PVC CABLE BLACK,9,SCC21,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
147,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC19 1.22 M TYPE C PVC CABLE BLACK,1,SCC19,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
148,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SHF918 RD,7,SHF918,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
149,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW106 CG SMARTWATCH BLUWTOOTH CALLING SILVER,12,QUBE,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
150,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLACK SMART WATCH,7,QUBE,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
151,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW109 BLUE SMART WATCH,3,QUBE,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
152,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA SSW115 SMARTWATCH BLUWTOOTH CALLING BLACK,1,SSW115,,RPLC/0122/2526,DOAG/0137/2526,2025-05-02,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
153,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A 2 USB PORT OUTPOT WALL CHARGER,16,WA2.4 USB,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
154,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA WA-2.4A WH TYPE C CABLE,2,WA-2.4A TYPE C,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
155,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA WPB1004 22.W BLACK PB10000 MAH,1,WPB1004 ,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
156,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,SYSKA.HE100H BT WITH A2DP TEAL GREEN,1,HE100H,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
157,2025-04-22,232,GLOBAL SOLUTIONS ,SYSKA,TC. 2.4AD AMP TRAVEL CHARGER BLACK,1,WA2.4 USB,,RPLC/0117/2526,DOAG/0126/2526,2025-04-29,,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,82/25-26/12,2025-04-22,,,
158,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,HS500 WIRED HEADSET,1,HS500,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
159,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA BT4082X BLACK BLUETOOTH SPEAKER,1,BT4082N,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
160,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA CCCT30 USB/C TURBO 30WATTS CABLE,1,CCCT30,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
161,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER203 BLACK WIRED EARPHONE,1,BHF916,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
162,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER214 BEAT MASTER WIRED EARPHONE BLACK,4,HF09,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
163,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER217 WIRED EARPHONE BLACK GOLD,6,BHF916,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
164,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA ER218 WHITE WIRED EARPHONE,1,BHF916,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
165,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA HE3500 DEEP BASS NECKBAND BLACK,3,HE100H,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
166,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA MICRO CABLE SCC21 3AMP WHITE,6,SCC21,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
167,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-070 SYSKA BT NECKBAND BLACK BLUE,1,NB1008,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
168,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-070 SYSKA BT NECKBAND BLACK GREY,1,NB1008,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
169,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-072C SYSKA NECKBAND BLACK GREY,25,NB1008,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
170,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-077 NECKBAND METALLIC GREY,7,CN,,CN,DOAG/0132/2526,2025-04-30,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
171,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-077V NECKBAND METALLIC GREY,10,NB1008,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
172,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 BLACK,2,NB1008,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
173,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6100 NAVY BLUE,1,NB1008,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
174,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB6300 METALLIC BLACK,1,NB1008,,RPLC/0123/2526,DOAG/0138/2526,2025-05-02,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
175,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA NB-90 MG BLUETOOTH,16,CN,,CN,DOAG/0132/2526,2025-04-30,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
176,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1049 12W 10000 MAH BLACK POWER BANK,1,PB10,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
177,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1049 12W 10000 MAH WHITE POWER BANK,2,PB10,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
178,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,Syska P1071 10000 MAH White Powerbank,3,PB10,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
179,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1090 10000MAH POWERBANK GREY,1,P1098,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
180,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA P1098 BLACK 22.5W10000 MAH POWERBANK,2,P1098,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
181,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,Syska P2023 Black 20000 MAH Powerbank,1,PB2023,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
182,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W BLACK POWER BANK,1,PB1069,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
183,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA PB1069 22.5W WHITE POWER BANK,1,PB1069,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
184,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA PDQC04 20W QCPD CHARGER WITH C TO C CABLE,1,CN,,CN,DOAG/0132/2526,2025-04-30,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
185,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC09 TYPE C WHITE VOOC CABLE,1,SCC09,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
186,2025-04-22,A138,GLOBAL SOLUTIONS ,SYSKA,SYSKA SCC18 1.2 M MICRO USB PVC CABLE BLACK,1,SCC21,,RPLC/0118/2526,DOAG/0127/2526,2025-04-29,,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,82/25-26/11,2025-04-22,,,
